14,2,1,success,5.73,1.3,15.87,5.54,28.44,22188;174;26801;36253-37|22188;6461;21669;33287;36253-41#22188;174;26801;36253-37#22188;174;26801;36253-37,4,0.0,7,105,3,5,41
15,2,1,success,5.73,1.31,16.85,4.74,28.63,22188;174;26801;36253-37|22188;6461;21669;33287;36253-41#22188;174;26801;36253-37#22188;174;26801;36253-37,4,0.0,7,111,2,5,41
16,1,1,success,5.96,1.38,3.24,7.73,18.31,131292;7545;49544;4809;4847;17964-312#131292;7545;49544;4809;4847;17964-312#131292;7545;49544;4809;4847;17964-312,1,0.0,1,104,3,6,312
17,1,1,success,6.31,1.34,2.96,8.0,18.6,131292;7545;49544;4809;4847;17964-312#131292;7545;49544;4809;4847;17964-312#131292;7545;49544;4809;4847;17964-312,1,0.0,1,113,4,6,312
18,2,2,success,6.56,2.47,41.53,7.49,58.06,53633;4922;49544;57344;49387-111|53633;5650;49544;31287;49387-130#53633;5650;49544;31287;49387-130#53633;4922;49544;57344;49387-111,5,0.0,1,94,3,5,130
19,2,2,success,6.88,1.77,43.42,6.78,58.85,53633;4922;49544;57344;49387-111|53633;5650;49544;31287;49387-130#53633;5650;49544;31287;49387-130#53633;4922;49544;57344;49387-111,5,0.0,1,119,3,5,130
20,1,1,success,6.97,2.11,1.51,8.78,19.37,30978;1759;1299;13046;48567-54#30978;1759;1299;13046;48567-54#30978;1759;1299;13046;48567-54,0,0.0,1,44,3,5,54
21,1,1,success,5.52,1.31,1.26,7.42,15.51,30978;1759;1299;13046;48567-54#30978;1759;1299;13046;48567-54#30978;1759;1299;13046;48567-54,0,0.0,1,206,3,5,54
22,3,2,success,5.57,1.44,0.74,4.3,12.05,59346;38195;20485;202806-197|59346;49544;9049;202806-268|59346;6939;12389;202806-285#59346;49544;9049;202806-268#59346;38195;20485;202806-197,2,0.0,3,106,7,4,268
23,3,2,success,5.92,1.86,0.73,3.7,12.21,59346;6939;12389;202806-285|59346;49544;9049;202806-268|59346;38195;20485;202806-197#59346;49544;9049;202806-268#59346;38195;20485;202806-197,2,0.0,3,189,4,4,268
24,1,1,success,5.6,1.31,24.91,6.63,38.45,58929;4851;4764;20940;33652;11091-258#58929;4851;4764;20940;33652;11091-258#58929;4851;4764;20940;33652;11091-258,4,0.0,1,192,7,6,258
25,1,1,success,5.95,1.63,24.08,7.59,39.25,58929;4851;4764;20940;33652;11091-258#58929;4851;4764;20940;33652;11091-258#58929;4851;4764;20940;33652;11091-258,4,0.0,1,226,4,6,258
26,2,1,success,5.89,1.38,3.29,4.43,14.98,52349;22927;52468;28634;269298-131|52349;3549;7195;269298-186#52349;3549;7195;269298-186#52349;22927;52468;28634;269298-131,5,0.0,30,105,3,4,186
27,2,1,success,6.28,1.72,3.15,3.69,14.84,52349;3549;7195;269298-186|52349;22927;52468;28634;269298-131#52349;3549;7195;269298-186#52349;22927;52468;28634;269298-131,5,0.0,30,326,6,4,186
28,2,1,success,6.48,1.99,9.2,7.52,25.19,22044;174;31180-76|22044;701;6461;30781;31180-110#22044;174;31180-76#22044;174;31180-76,5,0.0,1,91,2,3,76
29,2,1,success,5.68,1.31,9.06,7.34,23.39,22044;174;31180-76|22044;701;6461;30781;31180-110#22044;174;31180-76#22044;174;31180-76,5,0.0,1,139,3,3,76
30,1,1,success,6.27,2.38,6.69,7.86,23.19,397075;16832;6939;19743-33#397075;16832;6939;19743-33#397075;16832;6939;19743-33,2,0.0,1,196,5,4,33
31,1,1,success,6.56,1.61,6.83,7.55,22.56,397075;16832;6939;19743-33#397075;16832;6939;19743-33#397075;16832;6939;19743-33,2,0.0,1,265,4,4,33
32,1,1,success,5.7,1.3,3.1,7.69,17.78,150991;46031;56241;198385;47872-178#150991;46031;56241;198385;47872-178#150991;46031;56241;198385;47872-178,1,0.0,1,212,3,5,178
33,1,1,success,5.96,1.69,2.62,7.92,18.19,150991;46031;56241;198385;47872-178#150991;46031;56241;198385;47872-178#150991;46031;56241;198385;47872-178,1,0.0,1,48,5,5,178
34,2,2,success,6.42,1.45,0.88,5.34,14.1,55670;7713;3356;394736-195|55670;56258;3257;46887;394736-219#55670;7713;3356;394736-195#55670;7713;3356;394736-195,0,0.0,1,95,5,5,219
35,2,2,success,5.99,1.43,0.87,5.15,13.44,55670;7713;3356;394736-195|55670;56258;3257;46887;394736-219#55670;7713;3356;394736-195#55670;7713;3356;394736-195,0,0.0,1,28,4,5,219
36,1,1,success,6.17,1.39,5.92,7.51,21.0,22024;6461;49544;56534;49017-142#22024;6461;49544;56534;49017-142#22024;6461;49544;56534;49017-142,3,0.0,1,80,3,5,142
37,1,1,success,6.66,2.18,6.36,7.51,22.72,22024;6461;49544;56534;49017-142#22024;6461;49544;56534;49017-142#22024;6461;49544;56534;49017-142,3,0.0,1,135,4,5,142
38,2,1,success,5.75,1.4,0.84,4.57,12.55,133506;9498;1299;204338-248|133506;4755;20940;9049;204338-353#133506;9498;1299;204338-248#133506;9498;1299;204338-248,2,0.0,4,148,6,5,353
39,2,1,success,6.52,2.11,0.81,3.8,13.23,133506;9498;1299;204338-248|133506;4755;20940;9049;204338-353#133506;9498;1299;204338-248#133506;9498;1299;204338-248,2,0.0,4,160,3,5,353
40,3,3,success,5.82,1.44,3.23,4.25,14.74,328320;60171;16347;199117-112|328320;49544;42845;199117-140|328320;198949;3296;3215;199117-199#328320;49544;42845;199117-140#328320;60171;16347;199117-112,3,0.0,2,129,6,4,112
41,3,3,success,6.0,1.97,2.91,5.09,15.97,328320;49544;42845;199117-140|328320;60171;16347;199117-112|328320;198949;3296;3215;199117-199#328320;49544;42845;199117-140#328320;60171;16347;199117-112,3,0.0,2,118,4,4,112
42,2,2,success,6.31,2.08,1.0,4.11,13.5,198062;198947;49544;47787;203020-108|198062;9002;136557;203020-329#198062;9002;136557;203020-329#198062;28775;28917;209854;203020-65,5,0.0,6,79,5,4,329
43,2,2,success,5.85,1.39,0.92,4.15,12.31,198062;9002;136557;203020-329|198062;198947;49544;47787;203020-108#198062;9002;136557;203020-329#198062;28775;28917;209854;203020-65,5,0.0,6,115,4,4,329
44,1,1,success,5.78,1.29,5.7,7.62,20.39,399985;3549;3356;21320;1213;2850-151#399985;3549;3356;21320;1213;2850-151#399985;3549;3356;21320;1213;2850-151,3,0.0,1,108,4,6,151
45,1,1,success,6.42,1.56,6.29,7.15,21.42,399985;3549;3356;21320;1213;2850-151#399985;3549;3356;21320;1213;2850-151#399985;3549;3356;21320;1213;2850-151,3,0.0,1,160,3,6,151
46,5,1,success,5.92,1.3,1.31,4.95,13.49,35946;8220;23106;27688-208|35946;17378;51185;27688-211|35946;11383;31133;271253;27688-266|35946;15412;37721;27688-275|35946;17113;18106;37497;27688-367#35946;15412;37721;27688-275#35946;8220;42473;27688-207,2,0.0,4,38,3,4,275
47,5,1,success,5.22,1.77,1.4,5.58,13.97,35946;15412;37721;27688-275|35946;17378;51185;27688-211|35946;8220;23106;27688-208|35946;11383;31133;271253;27688-266|35946;17113;18106;37497;27688-367#35946;15412;37721;27688-275#35946;8220;42473;27688-207,2,0.0,4,18,4,4,275
48,1,1,success,5.81,1.8,7.64,8.94,24.2,34613;12874;49544;43833;212833-70#34613;12874;49544;43833;212833-70#34613;12874;49544;43833;212833-70,4,0.0,1,56,3,5,70
49,1,1,success,5.91,1.77,8.94,6.91,23.54,34613;12874;49544;43833;212833-70#34613;12874;49544;43833;212833-70#34613;12874;49544;43833;212833-70,4,0.0,1,290,4,5,70
